wbid	deletion	N2
K11H12.8	WBGene00019664	615.158848767648	615.947287174475
K11H12.9	WBGene00019665	8.37755597559479	26.5217990359923
K11H3.1	WBGene00010778	1647.89534888755	1575.77024003848
K11H3.2	WBGene00010779	1.31780605089142	2.57813308873322
K11H3.3	WBGene00010780	735.388061217887	807.474242757415
K11H3.4	WBGene00010781	23.6560711273492	14.678392747608
K11H3.5	WBGene00010782	6.40622624939954	6.15520337612785
K11H3.6	WBGene00010783	281.043907620423	234.382053850102
K11H3.7	WBGene00010784	14.6478009881386	28.560601523844
K11H3.8	WBGene00185002	8.86135626909034	12.6561526960648
K12B6.1	WBGene00019666	681.214287214495	944.526214590412
K12B6.11	WBGene00195164	0.186230321876189	0.462906431349346
K12B6.2	WBGene00019667	0.362719812921861	0.6456559531137
K12B6.3	WBGene00019668	0.186229379438537	0.274926316556657
K12B6.4	WBGene00019669	3.34233152412463	6.01701311159925
K12B6.5	WBGene00005640	0.656617315357648	0.757849608057775
K12B6.6	WBGene00019670	NA	NA
K12B6.7	WBGene00019671	NA	NA
K12B6.8	WBGene00019672	22.8308575179678	27.1057507312702
K12B6.9	WBGene00023432	14.6608376248378	18.0243003581927
K12C11.1	WBGene00019673	756.106876590838	980.258220088501
K12C11.2	WBGene00004888	10360.2742354441	11307.0051166126
K12C11.3	WBGene00019674	10.4799632656833	12.7642119498395
K12C11.4	WBGene00003400	478.396683950744	1157.00579520914
K12C11.5	WBGene00044896	0.362720604345814	0.274926972897472
K12C11.6	WBGene00045052	39.8658627681357	45.9111518002914
K12C11.7	WBGene00045053	12.7045094651925	18.1829101491049
K12D12.1	WBGene00010785	12351.8379773997	18732.7249612588
K12D12.2	WBGene00003789	4272.8996503121	6452.25638832357
K12D12.3	WBGene00000659	6.7503186558074	12.2427597128396
K12D12.4	WBGene00010786	1.00421103785949	1.99687957961016
K12D12.5	WBGene00010787	189.056602111518	215.659004259789
K12D9.1	WBGene00019675	NA	NA
K12D9.10	WBGene00005883	0.186229851218146	0.356853162504541
K12D9.12	WBGene00019676	NA	NA
K12D9.14	WBGene00077758	0.362720327282878	0.799171312372558
K12D9.3	WBGene00005868	0.362719801816998	0.218921219329348
K12D9.4	WBGene00005862	0.186227522373437	0.794287052383989
K12D9.5	WBGene00005867	NA	NA
K12D9.7	WBGene00005866	0.362720604345814	0.274926972897472
K12D9.9	WBGene00005859	0.740806875367994	0.21892172548753
K12F2.1	WBGene00003515	3813.57760481166	6814.02990817879
K12F2.2	WBGene00006874	840.111800448117	1094.02820693623
K12G11.1	WBGene00010788	19.3835015948166	24.3640511556628
K12G11.2	WBGene00010789	2.87166725659178	3.67450814007451
K12G11.3	WBGene00010790	197.425784633776	407.479154201167
K12G11.4	WBGene00010791	3.62480874965027	2.88501927390778
K12G11.5	WBGene00005967	1.82352354683951	1.57438357794167
K12G11.6	WBGene00010792	27.677906999821	34.0983009014526
K12H4.1	WBGene00000448	485.044438778858	575.236010033725
K12H4.2	WBGene00019677	100.577639436356	83.9247219954227
K12H4.3	WBGene00019678	761.800429323989	720.096025229219
K12H4.4	WBGene00019679	863.665702328354	896.625378635066
K12H4.5	WBGene00019680	1036.96010875889	1037.03286424425
K12H4.6	WBGene00019681	0.186229379438537	0.274926316556657
K12H4.7	WBGene00019682	31.9016929480284	86.1478994280374
K12H4.8	WBGene00000939	1840.70050302975	3039.40033584184
K12H6.1	WBGene00003709	676.309758122273	928.272732280182
K12H6.10	WBGene00044368	NA	NA
K12H6.11	WBGene00019690	185.950402394246	180.859733093601
K12H6.12	WBGene00019691	92.6004854575862	91.6045193478829
K12H6.2	WBGene00019683	59.7223525582635	56.6387017069837
K12H6.3	WBGene00001507	0.362719019122198	0.643508832815634
K12H6.4	WBGene00019684	0.186229851218146	0.356853162504541
K12H6.5	WBGene00019685	0.186230125548659	0.415293912177114
K12H6.6	WBGene00019686	2932.24363125905	2469.54341420241
K12H6.7	WBGene00019687	260.149089978044	225.560444034721
K12H6.8	WBGene00019688	0.362719801816998	0.218921219329348
K12H6.9	WBGene00019689	0.362719250625902	0.473812071624085
LLC1.1	WBGene00006606	672.2606923026	1155.45455328472
LLC1.2	WBGene00010793	169.294057418425	263.43137494826
LLC1.3	WBGene00010794	1772.90492773738	2407.36138431241
M01A10.1	WBGene00019692	287.56031359563	363.922164353708
M01A10.2	WBGene00006594	113.601733355074	241.138725875615
M01A10.3	WBGene00019693	3771.31331068344	4071.16228909945
M01A12.1	WBGene00000630	14.7432295211135	24.0923668411883
M01A12.3	WBGene00019695	NA	NA
M01A12.4	WBGene00044616	1.01338994698308	1.09456571076175
M01A8.1	WBGene00010795	49.1910767287377	72.5162843362155
M01A8.2	WBGene00010796	302.868839526308	675.295112899578
M01B12.3	WBGene00000205	633.806931311566	482.934248551761
M01B12.4	WBGene00019697	1634.11187690847	1774.17070933217
M01B12.5	WBGene00019698	996.324576394138	1380.96288779313
M01B2.1	WBGene00002211	0.36272273253227	0.911119351848867
M01B2.10	WBGene00010803	85.2330372132779	62.2940953773349
M01B2.11	WBGene00005758	0.362719966482591	0.335807723161405
M01B2.12	WBGene00045337	0.186228233975753	0.437183661000517
M01B2.13	WBGene00045338	0.362719801816998	0.218921219329348
M01B2.2	WBGene00005106	NA	NA
M01B2.3	WBGene00010797	0.362719801816998	0.218921219329348
M01B2.4	WBGene00010798	NA	NA
M01B2.6	WBGene00010799	0.362719858821878	0.354679388649267
M01B2.7	WBGene00010800	0.36272046071409	0.439287234527252
M01B2.8	WBGene00010801	1.84776391515275	1.68007274191969
M01B2.9	WBGene00010802	0.362720604345814	0.274926972897472
M01D1.1	WBGene00006195	10.8951819598148	13.210425439734
M01D1.10	WBGene00019705	598.893782234608	302.873914714004
M01D1.2	WBGene00019699	126.271057156393	125.273939372
M01D1.3	WBGene00019700	640.562312248421	514.111631679765
M01D1.7	WBGene00019702	6.1148362323273	5.56122331324215
M01D1.8	WBGene00019703	1166.94903648389	843.590165364305
M01D1.9	WBGene00019704	388.441538104162	269.305542446695
M01D7.1	WBGene00019706	7.75529591899377	6.68706353023208
M01D7.2	WBGene00004743	2320.0078359043	2613.44998131006
M01D7.4	WBGene00006461	93.1694070603766	136.751363450602
M01D7.5	WBGene00003750	46.389317552569	70.7214561107298
M01D7.6	WBGene00001309	1660.73894534316	1348.40080519829
M01D7.7	WBGene00001196	1806.59974062895	3989.71336214426
M01D7.9	WBGene00044897	5.73503811654224	9.83010491559009
M01E10.2	WBGene00001063	463.716298301848	1236.0715404545
M01E10.3	WBGene00019709	0.362719801816998	0.218921219329348
M01E11.1	WBGene00019710	161.623819069794	107.77728945016
M01E11.2	WBGene00019711	646.418197223095	818.782765189615
M01E11.3	WBGene00019712	172.628031980694	154.678058344012
M01E11.4	WBGene00019713	1303.21196702505	1839.93741407548
M01E11.5	WBGene00000474	1551.28820749063	592.023807078242
M01E11.6	WBGene00002225	288.422032338495	250.443019886308
M01E11.7	WBGene00006508	1014.1819153825	1524.03770611126
M01E5.1	WBGene00010804	0.186229831230988	0.352931712498944
M01E5.2	WBGene00010805	92.7036453818725	94.4784023010047
M01E5.3	WBGene00010806	2678.63028034434	4199.9739267295
M01E5.4	WBGene00010807	710.12404277983	906.033424336545
M01E5.5	WBGene00006595	5072.9903127415	6525.26827051415
M01E5.6	WBGene00010808	3542.33127610269	4207.20055502885
M01F1.1	WBGene00001639	12.8302282545088	15.381131963815
M01F1.2	WBGene00004428	NA	NA
M01F1.3	WBGene00010809	386.29297260565	401.042754136336
M01F1.4	WBGene00010810	547.050832626652	685.768726290834
M01F1.5	WBGene00010811	36.8596987467185	118.190168719636
M01F1.6	WBGene00010812	110.472305307171	121.369629494172
M01F1.7	WBGene00010813	329.332569757294	459.543748214452
M01F1.8	WBGene00010814	104.474811687276	106.580059603975
M01F1.9	WBGene00010815	428.804709375327	395.03517698896
M01G12.1	WBGene00005526	NA	NA
M01G12.10	WBGene00010823	0.18622936134811	0.272190420537235
M01G12.12	WBGene00004509	109.404379615363	101.889603182594
M01G12.13	WBGene00005525	0.186229379438537	0.274926316556657
M01G12.14	WBGene00010825	0.362718651903462	0.500277503517871
M01G12.2	WBGene00010817	NA	NA
M01G12.4	WBGene00005858	0.740806875367994	0.21892172548753
M01G12.5	WBGene00010819	NA	NA
M01G12.6	WBGene00010820	0.362719801816998	0.218921219329348
M01G12.7	WBGene00010821	0.186227087362768	0.525871978456638
M01G12.9	WBGene00010822	18.390277659007	53.006260977026
M01G4.1	WBGene00019714	NA	NA
M01G5.1	WBGene00019715	478.407849222245	1046.94805904726
M01G5.3	WBGene00019716	393.18380229243	518.13412806733
M01G5.5	WBGene00004905	636.735271167067	1215.49907155694
M01G5.6	WBGene00044341	160.256385044157	173.794829761769
M01H9.1	WBGene00019717	30.9456457035654	56.6290587565474
M01H9.2	WBGene00019718	35.0476913248587	39.186325082308
M01H9.3	WBGene00019719	1474.1769454247	1495.85160452036
M01H9.4	WBGene00019720	86.026879291211	79.5770133997817
M01H9.5	WBGene00019721	5.81187420803428	5.47663997759197
M02A10.1	WBGene00019722	1.25152705177806	1.55279935399551
M02A10.2	WBGene00002150	8.76968047870147	22.1206520131202
M02A10.3	WBGene00004829	1447.80708588745	1513.35160129671
M02B1.1	WBGene00005153	103.815089785879	185.279785049111
M02B1.2	WBGene00010827	26.0408670379764	28.7911992765875
M02B1.3	WBGene00010828	2757.58387082451	3453.13267040001
M02B1.4	WBGene00010829	1.67238988031027	2.03046659768948
M02B7.1	WBGene00019723	143.831799305745	148.410534321115
M02B7.2	WBGene00019724	115.253119461646	101.143767837863
M02B7.3	WBGene00003884	29.4535919003054	52.4196826808478
M02B7.4	WBGene00019725	147.039921841782	224.058261173147
M02B7.5	WBGene00019726	817.097952212983	1204.0128672229
M02B7.6	WBGene00000287	9.01936993419112	15.5079310789213
M02B7.7	WBGene00044690	103.266570216087	85.2267885866324
M02D8.1	WBGene00019727	221.013524073642	353.007064048176
M02D8.2	WBGene00019728	0.362719021566548	0.643785471490929
M02D8.3	WBGene00019729	1342.08968015974	1442.46080948006
M02D8.4	WBGene00019730	1640.83945665765	3218.05142400881
M02D8.5	WBGene00019731	2.4623297104247	2.9221790682496
M02D8.6	WBGene00019732	7.33750871938494	20.5613421896347
M02D8.7	WBGene00044313	3.04487360826317	3.43585568026407
M02E1.1	WBGene00019733	453.915493162331	599.402985719066
M02E1.2	WBGene00019734	23.3910003505271	15.213756850918
M02E1.3	WBGene00023458	20.8760385560487	13.8518403345804
M02F4.1	WBGene00019735	0.186229851218146	0.356853162504541
M02F4.2	WBGene00019736	1.89716105817219	2.14615202158055
M02F4.3	WBGene00019737	20.1194809496068	36.9664194903678
M02F4.7	WBGene00019738	9.67880772176038	15.1634874441209
M02F4.8	WBGene00000175	268.710185719682	411.557680128446
M02G9.1	WBGene00010830	369.631426382672	896.644225941434
M02G9.2	WBGene00010831	83.6130363327852	139.628983701379
M02G9.3	WBGene00010832	16.0222859580641	26.7967161912788
M02G9.4	WBGene00194935	0.362719801816998	0.218921219329348
M02H5.1	WBGene00003689	3.1893065643154	4.87783428117747
M02H5.10	WBGene00005257	0.659532327691334	1.87256029902931
M02H5.11	WBGene00005258	0.3627193367572	0.488197246258599
M02H5.12	WBGene00019745	0.74080367503107	0.274927675954803
M02H5.2	WBGene00019740	0.186228930808455	0.862982640711359
M02H5.3	WBGene00019741	40.1879207910889	68.7820462173792
M02H5.4	WBGene00019742	4.27928282668137	10.400426099147
M02H5.5	WBGene00019743	28.8620293869544	53.2360639207334
M02H5.6	WBGene00003688	13.5680766433885	40.2619604516437
M02H5.7	WBGene00003713	9.06758546957503	23.0010013587143
M02H5.8	WBGene00019744	10.4535613355897	11.2704382571887
M02H5.9	WBGene00005256	11.3239115820363	14.5421136703776
M03A1.1	WBGene00006868	2905.08923617812	3448.94512188327
M03A1.3	WBGene00019746	31.6602744262441	24.829299205545
M03A1.6	WBGene00019747	1.7422546778307	0.556165567884049
M03A1.7	WBGene00000928	6398.13766792922	5877.76299904732
M03A1.8	WBGene00077490	33.6909377422619	23.2996224256018
M03A8.1	WBGene00000991	1028.02785186369	1062.09892302473
M03A8.2	WBGene00019748	3405.59715437232	5031.52252065541
M03A8.3	WBGene00019749	92.886453002254	86.2985617881815
M03A8.4	WBGene00001572	466.590667436985	534.614923874482
M03B6.1	WBGene00010833	3.53947001612126	6.38463367165683
M03B6.2	WBGene00010834	205.696506957983	459.292599183775
M03B6.3	WBGene00010835	687.644242925352	1285.81876258088
M03B6.4	WBGene00010836	384.366900804871	289.008685622567
M03B6.5	WBGene00010837	1.37929340918588	3.62250096814643
M03C11.1	WBGene00010838	110.578892610053	155.3136543816
M03C11.2	WBGene00010839	199.834814135425	294.630321635625
M03C11.3	WBGene00010840	1272.31398482479	2113.5773824841
M03C11.4	WBGene00044069	2347.3802494942	2688.36187455917
M03C11.5	WBGene00010842	581.279897314819	841.975267482949
M03C11.6	WBGene00010843	53.0738973236679	63.7707662720603
M03C11.7	WBGene00010844	1383.53133799917	1566.28977446651
M03C11.8	WBGene00010845	2197.54736719986	2861.24782871438
M03C11.9	WBGene00194868	NA	NA
M03D4.1	WBGene00006974	4046.20966501243	5035.47582432373
M03D4.3	WBGene00019750	0.729105061119275	2.22862277696176
M03D4.4	WBGene00019751	763.381355035454	715.282928513621
M03D4.6	WBGene00019752	3.99449161229223	3.36681047050015
M03E7.1	WBGene00019753	4.27645151443269	8.18144479885317
M03E7.2	WBGene00019754	8.54261684903262	27.3428230273987
M03E7.3	WBGene00019755	NA	NA
M03E7.4	WBGene00019756	85.2074784600854	184.521632157955
M03E7.5	WBGene00019757	295.16852343428	298.430994426742
M03F4.2	WBGene00000066	21716.8859444115	26998.2639536478
M03F4.3	WBGene00006475	7.5196096658395	22.7968315921239
M03F4.4	WBGene00019758	0.719781615628001	0.600643831151452
M03F4.6	WBGene00019759	277.04629905428	292.764527468337
M03F4.7	WBGene00019760	7522.74378397568	5625.87530742133
M03F8.1	WBGene00019761	66.8825278746859	116.414745819113
M03F8.2	WBGene00004206	233.344394326198	309.192362658771
M03F8.3	WBGene00019762	2507.84178529043	2929.41961789215
M03F8.4	WBGene00019763	23.3413463920084	28.3702358005595
M03F8.5	WBGene00019764	0.186228484689804	1.3954018593152
M03F8.6	WBGene00019765	11.543775722419	14.3502273736977
M03F8.7	WBGene00189957	NA	NA
M04B2.1	WBGene00003218	7201.39368046762	7045.2864569821
M04B2.2	WBGene00010846	60.7923450006426	57.2191177251268
M04B2.3	WBGene00001585	644.390557598189	459.358286777068
M04B2.4	WBGene00010847	192.689845038494	162.370106779107
M04B2.5	WBGene00006678	53.8963545285539	26.0826522410221
M04B2.6	WBGene00010848	56.0851108874922	65.266768356738
M04B2.7	WBGene00010849	8.15438534353606	5.4431282147326
M04C3.1	WBGene00010850	85.983790648741	167.74078356646
M04C3.2	WBGene00010851	3.99810795016466	10.5643127939607
M04C3.3	WBGene00010852	NA	NA
M04C7.1	WBGene00001677	40.5965860702209	29.4831690865507
M04C7.3	WBGene00010854	1.59064564825377	0.434199583735809
M04C7.4	WBGene00010855	7.61500006239549	1.32375409317264
M04C9.1	WBGene00010856	0.362720907182248	4.18958383297976
M04C9.2	WBGene00010857	0.74080367503107	0.274927675954803
M04C9.3	WBGene00010858	13.1794322453597	16.0729156122405
M04C9.4	WBGene00010859	1.70353377811464	4.53108576430308
M04C9.5	WBGene00001121	49.6957301374539	86.1872752309719
M04D5.3	WBGene00077770	0.362719765122365	1.65491407616168
M04D8.1	WBGene00002104	0.186229851218146	0.356853162504541
M04D8.2	WBGene00002105	1.46345420529185	3.44099140053086
M04D8.3	WBGene00002106	0.362721523237428	0.356854248321745
M04D8.4	WBGene00010862	0.362719801816998	0.218921219329348
M04D8.5	WBGene00010863	0.362719801816998	0.218921219329348
M04D8.6	WBGene00010864	3.61583997878365	5.98309423177423
M04D8.7	WBGene00010865	2.03040313522997	1.52422629387887
M04D8.8	WBGene00010866	0.362720604345814	0.274926972897472
M04F3.1	WBGene00019767	2877.75496553798	3229.51239862224
M04F3.2	WBGene00019768	27.6963090667579	25.0443705671117
M04F3.3	WBGene00019769	61.7330613197378	45.2449116221728
M04F3.4	WBGene00019770	571.148547928234	494.062783731863
M04F3.5	WBGene00019771	599.54339393211	630.001545570655
M04G12.1	WBGene00010867	380.56519845063	387.08148351722
M04G12.2	WBGene00000789	161.705958807184	280.077580280984
M04G12.3	WBGene00001554	13.8373501019231	20.8843025984198
M04G12.4	WBGene00010868	1800.83953568578	1963.84995250023
M04G7.1	WBGene00019772	14.9891867676403	25.618101190876
M04G7.2	WBGene00019773	1.00513013866995	2.49153227352192
M04G7.3	WBGene00019774	31.9126473926632	51.6169314545262
M05B5.1	WBGene00010869	1.00935195387262	5.5793783893622
M05B5.2	WBGene00010870	533.945880819887	673.936120434109
M05B5.3	WBGene00010871	13.795981852316	17.4187510710695
M05B5.4	WBGene00010872	629.638700485266	765.704195792897
M05B5.5	WBGene00001949	4005.13733536929	3760.81914682662
M05B5.6	WBGene00010873	21.8008324430425	42.7365391713608
M05B5.7	WBGene00194654	0.712803258386524	0.784817789456809
M05D6.1	WBGene00010874	4.35141866457823	5.01907327736244
M05D6.2	WBGene00010875	860.178046595322	950.261951704998
M05D6.3	WBGene00010876	0.362718766021126	0.53388306360061
M05D6.4	WBGene00010877	722.898673782006	655.027261157055
M05D6.5	WBGene00010878	654.922211430894	826.0716373102
M05D6.6	WBGene00010879	430.186804066697	869.505333371251
M05D6.7	WBGene00001523	179.694612332965	215.827884086882
M05D6.8	WBGene00010880	0.362719801816998	0.218921219329348
M05D6.9	WBGene00010881	1.35560976035364	2.89417249006981
M106.1	WBGene00003367	3796.0363054618	4474.71343840279
M106.2	WBGene00010910	721.691173128189	895.322287954284
M106.3	WBGene00010911	831.739150207966	979.289388198038
M106.4	WBGene00010912	556.678826137033	776.849945359961
M106.5	WBGene00000293	2178.46290660733	2355.23270203365
M106.7	WBGene00044924	442.312022157026	369.831206179235
M106.8	WBGene00077658	598.258035945171	616.935905237945
M110.1	WBGene00000652	1440.58471045656	1889.26927902364
M110.10	WBGene00195142	46.8396848976001	33.8280219854559
M110.2	WBGene00006658	1.75753988252294	2.06952452862573
M110.3	WBGene00010913	659.039354412238	589.033005760136
M110.4	WBGene00002066	7017.71484949724	10136.985519968
M110.5	WBGene00000894	2201.77409101369	2657.46319619776
M110.7	WBGene00010915	0.699471694259228	0.901450719866423
M110.8	WBGene00010916	4.0843882844925	5.61237085651524
M110.9	WBGene00010917	6.39269565921094	10.1350807131008
M116.1	WBGene00019788	0.186229379438537	0.274926316556657
M116.2	WBGene00019789	52.7454207071731	65.3498452157968
M116.4	WBGene00019791	0.186229379438537	0.274926316556657
M116.5	WBGene00019792	82.0100186875876	105.84957144407
M117.1	WBGene00010918	121.71499386428	259.975027230499
M117.2	WBGene00003920	7969.82613920773	6180.87415821832
M117.3	WBGene00010919	2.32803846944204	4.16007125056249
M117.4	WBGene00010920	53.4826464768707	60.7248022054022
M117.6	WBGene00044253	17.3731686011034	18.4876968220457
M142.1	WBGene00006843	977.430759589148	934.219080704392
M142.2	WBGene00000853	306.605573125519	531.093746895865
M142.4	WBGene00006873	116.184724776731	138.475002648979
M142.5	WBGene00010922	344.018778327128	419.529568062612
M142.6	WBGene00010923	1334.7163728212	2076.17202677124
M142.8	WBGene00043057	396.117524943799	397.974722759772
M151.1	WBGene00019793	14.2485217199956	27.9114713762728
M151.2	WBGene00019794	0.655967974507824	0.669563905268079
M151.3	WBGene00019795	61.9849826376005	57.5751729137728
M151.4	WBGene00019796	1.66951791902913	1.11990517263945
M151.5	WBGene00019797	92.9205870145783	97.7309270627259
M151.6	WBGene00019798	65.9270301411457	86.8788205786393
M151.7	WBGene00019799	444.187271114685	525.103944953448
M151.8	WBGene00044314	146.629739775325	145.135468977965
M153.1	WBGene00010924	783.6359449695	806.414888495645
M153.2	WBGene00010925	165.4106200704	200.99251430418
M153.3	WBGene00010926	44.1321700693663	58.3070796060826
M153.4	WBGene00044144	8.83176797539675	18.6396876671335
M153.5	WBGene00045481	17.5956119002014	24.0997588257493
M162.1	WBGene00010927	0.59515370265282	1.14729925969619
M162.11	WBGene00044655	0.655292294436715	0.336690712480448
M162.2	WBGene00010928	6.79633880454024	5.99845183980419
M162.3	WBGene00010929	0.186229379438537	0.274926316556657
M162.5	WBGene00010931	10.1983803340793	47.126138652152
M162.6	WBGene00010932	1.01207323002367	1.13285537233981
M162.8	WBGene00010934	1.37376941393505	0.422440613747961
M163.1	WBGene00010935	1371.16369115437	950.32084049272
M163.10	WBGene00044146	0.186229379438537	0.274926316556657
M163.11	WBGene00044147	2.67929043655647	1.77463093927379
M163.2	WBGene00010936	18.1219061974036	23.0205891645043
M163.3	WBGene00001898	54763.489291506	37817.4351923818
M163.4	WBGene00001583	1407.97737611806	1367.82987740253
M163.5	WBGene00010937	1.67537712688128	6.86403845501786
M163.6	WBGene00010938	0.362719700331557	0.354326004927544
M163.7	WBGene00010939	0.586819054854873	1.17396190305036
M163.8	WBGene00010940	13.0660968499668	8.69986156764907
M163.9	WBGene00044145	0.58353742738225	0.413916065118559
M176.1	WBGene00006429	1.08049454547933	1.18599108300068
M176.10	WBGene00010946	1.4887830439393	0.218922220210432
M176.11	WBGene00010947	240.126254446124	153.107114962001
M176.2	WBGene00010941	359.942200261018	494.09539434038
M176.3	WBGene00010942	727.991162443025	781.630098694602
M176.4	WBGene00010943	149.291145601576	132.092558833044
M176.5	WBGene00010944	63.9418069219474	100.932059849006
M176.6	WBGene00002199	0.362721271348102	2.89594547409684
M176.7	WBGene00002200	0.362721213580496	1.77195203405957
M176.8	WBGene00010945	2.97624075410856	15.9977539805763
M18.1	WBGene00000703	2.84045797932687	3.87448475180313
M18.2	WBGene00010888	13.8428940801685	12.2558316602922
M18.3	WBGene00010889	206.880888685698	232.98583442478
M18.5	WBGene00010890	670.757838517969	964.294533975338
M18.6	WBGene00010891	318.953973149938	322.175191811755
M18.7	WBGene00000122	4873.78330066547	5997.75822168926
M18.8	WBGene00010892	505.743317168563	463.655879473586
M195.1	WBGene00000653	445.695354416951	989.812101057129
M195.2	WBGene00010948	118.971721206549	242.023458620845
M195.3	WBGene00000135	7.43075872490328	24.3717660076946
M195.4	WBGene00010949	0.36272176351852	0.652919656191065
M199.1	WBGene00010950	1.47382813667154	0.42807480746484
M199.2	WBGene00010951	235.359011130938	241.05146900991
M199.3	WBGene00010952	1.11133256269301	0.620805441319516
M199.4	WBGene00010953	1.48878523886517	0.274928363166318
M199.5	WBGene00000708	4.24942446399489	2.72351393981995
M199.6	WBGene00010954	NA	NA
M199.7	WBGene00010955	2.57505473452852	2.13200404882652
M199.8	WBGene00010956	0.362719381314787	1.50951450487325
M199.9	WBGene00044998	NA	NA
M28.1	WBGene00010893	382.373675454599	357.063823137051
M28.10	WBGene00010901	129.311682969662	231.249880150437
M28.2	WBGene00010894	0.362719801816998	0.218921219329348
M28.4	WBGene00010895	0.362720604345814	0.274926972897472
M28.5	WBGene00010896	5942.91044213705	6327.630361847
M28.6	WBGene00010897	131.296071083466	132.66081767911
M28.7	WBGene00010898	112.424091554023	189.42959695747
M28.8	WBGene00010899	104.085388004772	195.13588874365
M28.9	WBGene00010900	0.362720181957456	0.759865885774744
M4.1	WBGene00019766	705.52292499295	805.843796434729
M4.2	WBGene00004240	5.11232767204808	4.70388101882432
M57.1	WBGene00019777	226.194149137361	192.553840255631
M57.2	WBGene00019778	1123.07561172219	1398.59954309837
M6.1	WBGene00002056	349.870617239817	655.713878784823
M6.3	WBGene00004011	36.8587534131195	38.8050212414497
M6.4	WBGene00019776	8.16830871764032	11.2141591206842
M60.2	WBGene00019779	113.579964044517	204.025027477941
M60.4	WBGene00019780	583.09734823775	301.718127081696
M60.5	WBGene00002234	42.1295770990341	53.3360703915575
M60.6	WBGene00019781	76.4112373703122	94.8660822615264
M60.7	WBGene00019782	2.98565000673011	5.07791182971017
M7.1	WBGene00002344	8401.35736064609	8990.20906520261
M7.10	WBGene00010886	NA	NA
M7.12	WBGene00010887	3.98622130687612	8.62261280308138
M7.13	WBGene00006071	0.362720604345814	0.274926972897472
M7.2	WBGene00002214	834.897091167275	912.515339700733
M7.3	WBGene00000246	3.41059003194731	4.64457910483273
M7.5	WBGene00010882	1350.59410018595	1173.67169235289
M7.7	WBGene00010883	0.362720604345814	0.274926972897472
M7.8	WBGene00010884	9.24916306285808	11.8685099377069
M7.9	WBGene00010885	0.186229831230988	0.352931712498944
M70.1	WBGene00019783	0.661881976304438	2.59860286141889
M70.2	WBGene00019784	0.186229379438537	0.274926316556657
M70.3	WBGene00019785	3.4791603653175	10.0773859706427
M70.4	WBGene00019786	357.123808339324	435.148146369029
M70.5	WBGene00019787	226.155643407182	377.337178414216
M79.1	WBGene00000018	1392.31486423542	1947.94551368086
M79.2	WBGene00010902	157.205851427547	122.89427736115
M79.4	WBGene00001462	39.7518185346196	74.4791952069866
M88.1	WBGene00010904	15.3924251733834	66.2260117625541
M88.2	WBGene00010905	191.346745765197	212.996235556708
M88.3	WBGene00010906	0.362719390594848	2.43311501221674
M88.4	WBGene00010907	27.9943639494974	49.2633267638889
M88.5	WBGene00010908	993.50747045545	1227.04939299003
M88.6	WBGene00003915	1695.76740372932	1531.10261368929
M88.7	WBGene00010909	200.213278086104	188.38822685705
MTCE.11	WBGene00010959	1805.74044949032	1974.05338026525
MTCE.12	WBGene00010960	NA	NA
MTCE.16	WBGene00010961	26.7726298393553	22.3138110808
MTCE.21	WBGene00000829	5009.04027948136	4144.67659342408
MTCE.23	WBGene00010962	4786.54527550692	5181.14558649204
MTCE.25	WBGene00010963	819.965555391438	596.70564126383
MTCE.26	WBGene00010964	0.362719801816998	0.218921219329348
MTCE.3	WBGene00010957	85.6981472104608	173.111142214126
MTCE.31	WBGene00010965	1702.46252873798	903.879434814038
MTCE.34	WBGene00010966	197.002943938258	288.481259195352
MTCE.35	WBGene00010967	NA	NA
MTCE.4	WBGene00010958	NA	NA
PAR2.1	WBGene00019800	438.382737188625	501.112097147085
PAR2.3	WBGene00019801	131.860383766293	130.541437829073
PAR2.4	WBGene00003253	903.650381316609	987.420036795956
PDB1.1	WBGene00019803	39.7468918118464	39.7575666492594
R01B10.1	WBGene00000534	4305.16995555889	3745.48696487688
R01B10.2	WBGene00019804	0.362719801816998	0.218921219329348
R01B10.3	WBGene00019805	11.3550506548434	40.0263050299144
R01B10.4	WBGene00019806	201.207176838267	168.093479695232
R01B10.5	WBGene00019807	494.635415355917	549.529748568483
R01B10.6	WBGene00019808	550.366880623645	604.481905167644
R01E6.1	WBGene00003848	5.39056339647973	15.3992262511114
R01E6.2	WBGene00010968	19.8029038861834	39.4366536604687
R01E6.3	WBGene00000282	120.511146158313	274.57274262535
R01E6.4	WBGene00000051	22.5460884710361	41.602800514903
R01E6.5	WBGene00010969	1.30283697762646	0.450753969549371
R01E6.6	WBGene00010970	4.08571301248313	19.2623628749543
R01E6.7	WBGene00010971	44.6163508208507	42.0205436697371
R01H10.1	WBGene00001002	2074.87578344958	2263.64374834744
R01H10.3	WBGene00000768	301.119104735017	558.63943502186
R01H10.4	WBGene00010972	76.2351652216146	62.8502751252806
R01H10.5	WBGene00010973	15.8503807181001	9.21664304470453
R01H10.6	WBGene00010974	55.1268762565141	60.9349023630738
R01H10.7	WBGene00010975	800.945786227303	1103.95292653832
R01H10.8	WBGene00000564	1318.34835891665	1514.07219727387
R01H2.1	WBGene00019809	NA	NA
R01H2.2	WBGene00019810	0.186226933954843	1.79610674116342
R01H2.3	WBGene00019811	163.598356547727	72.6383287063348
R01H2.4	WBGene00019812	3.34119955834995	3.865732488025
R01H2.5	WBGene00019813	216.853933174527	248.29658457549
