gene	WBID	chr	start	stop
C39E9.5	WBGene00008029	CHROMOSOME_IV	13070454	13071246
C39E9.7	WBGene00008031	CHROMOSOME_IV	13072635	13076716
C39E9.6	WBGene00008030	CHROMOSOME_IV	13071729	13072454
C39E9.11	WBGene00008034	CHROMOSOME_IV	13091159	13093820
C39E9.10	WBGene00008033	CHROMOSOME_IV	13086980	13089594
C39E9.9	WBGene00000706	CHROMOSOME_IV	13089553	13091043
C39E9.12	WBGene00008035	CHROMOSOME_IV	13093980	13095467
B0564.7	WBGene00007207	CHROMOSOME_IV	13100688	13104855
B0564.4	WBGene00007204	CHROMOSOME_IV	13111495	13113058
B0564.11	WBGene00023421	CHROMOSOME_IV	13105298	13106902
F49E11.1	WBGene00003150	CHROMOSOME_IV	13009110	13035922
B0564.1	WBGene00044083	CHROMOSOME_IV	13098953	13100592
B0564.9	WBGene00007208	CHROMOSOME_IV	13135219	13138798
F09E8.1	WBGene00008623	CHROMOSOME_IV	13141360	13142330
F09E8.3	WBGene00003421	CHROMOSOME_IV	13155203	13164028
F09E8.5	WBGene00008625	CHROMOSOME_IV	13165491	13166731
C39E9.13	WBGene00004339	CHROMOSOME_IV	13095735	13096977
C39E9.14	WBGene00001007	CHROMOSOME_IV	13096958	13098789
B0564.2	WBGene00007202	CHROMOSOME_IV	13107632	13111479
B0564.3	WBGene00007203	CHROMOSOME_IV	13108115	13109775
F09E8.6	WBGene00003533	CHROMOSOME_IV	13170519	13173670
F58D2.1	WBGene00010240	CHROMOSOME_IV	13183047	13186958
F58D2.4	WBGene00185077	CHROMOSOME_IV	13187979	13189339
F58D2.2	WBGene00010241	CHROMOSOME_IV	13189742	13192259
B0564.10	WBGene00006766	CHROMOSOME_IV	13119071	13124363
B0564.6	WBGene00007206	CHROMOSOME_IV	13129627	13133206
C39E9.8	WBGene00008032	CHROMOSOME_IV	13079455	13082758
F09E8.8	WBGene00008626	CHROMOSOME_IV	13149556	13150401
F09E8.2	WBGene00008624	CHROMOSOME_IV	13150393	13154424
F09E8.7	WBGene00002974	CHROMOSOME_IV	13174146	13179359
JC8.13	WBGene00006466	CHROMOSOME_IV	13237247	13239392
C48D1.2	WBGene00000417	CHROMOSOME_IV	13198255	13206272
C48D1.5	WBGene00008178	CHROMOSOME_IV	13221936	13223364
C48D1.1	WBGene00008177	CHROMOSOME_IV	13193642	13197358
JC8.2	WBGene00010435	CHROMOSOME_IV	13232918	13236563
JC8.4	WBGene00010436	CHROMOSOME_IV	13243650	13244181
JC8.14	WBGene00044737	CHROMOSOME_IV	13254200	13255311
C48D1.9	WBGene00194643	CHROMOSOME_IV	13207365	13209664
C48D1.3	WBGene00000501	CHROMOSOME_IV	13209249	13214542
JC8.5	WBGene00010437	CHROMOSOME_IV	13244297	13247130
JC8.6	WBGene00003037	CHROMOSOME_IV	13241027	13243345
Y67H2A.1	WBGene00013460	CHROMOSOME_IV	13273872	13282856
JC8.12	WBGene00010442	CHROMOSOME_IV	13256060	13259041
Y67H2A.7	WBGene00013464	CHROMOSOME_IV	13303721	13310794
JC8.7	WBGene00010439	CHROMOSOME_IV	13247236	13251051
JC8.8	WBGene00010440	CHROMOSOME_IV	13250652	13252289
JC8.16	WBGene00194915	CHROMOSOME_IV	13259147	13261552
JC8.10	WBGene00006763	CHROMOSOME_IV	13261531	13272490
Y67H2A.10	WBGene00013465	CHROMOSOME_IV	13282962	13289475
W02A2.5	WBGene00012190	CHROMOSOME_IV	13342833	13346165
Y67H2A.5	WBGene00013463	CHROMOSOME_IV	13300154	13300698
W02A2.6	WBGene00004333	CHROMOSOME_IV	13349095	13353169
W02A2.9	WBGene00044280	CHROMOSOME_IV	13347662	13348551
W02A2.2	WBGene00001390	CHROMOSOME_IV	13328334	13329295
W02A2.3	WBGene00004156	CHROMOSOME_IV	13329282	13331364
Y67H2A.6	WBGene00000818	CHROMOSOME_IV	13300801	13303667
Y67H2A.2	WBGene00013461	CHROMOSOME_IV	13289761	13297844
Y67H2A.4	WBGene00013462	CHROMOSOME_IV	13297620	13300047
Y62E10A.3	WBGene00013374	CHROMOSOME_IV	13359480	13360261
W02A2.8	WBGene00012191	CHROMOSOME_IV	13356167	13358573
Y67H2A.8	WBGene00001393	CHROMOSOME_IV	13315617	13318759
JC8.3	WBGene00004424	CHROMOSOME_IV	13239563	13240627
W02A2.1	WBGene00001394	CHROMOSOME_IV	13323825	13326370
W02A2.7	WBGene00003230	CHROMOSOME_IV	13353691	13356087
Y62E10A.8	WBGene00003142	CHROMOSOME_IV	13377989	13380453
Y62E10A.10	WBGene00013378	CHROMOSOME_IV	13380362	13381901
Y62E10A.4	WBGene00013375	CHROMOSOME_IV	13365144	13368357
Y62E10A.14	WBGene00013380	CHROMOSOME_IV	13399042	13400489
Y62E10A.19	WBGene00013385	CHROMOSOME_IV	13403746	13408247
Y62E10A.17	WBGene00013383	CHROMOSOME_IV	13413540	13414847
Y62E10A.5	WBGene00000093	CHROMOSOME_IV	13368434	13369396
Y62E10A.6	WBGene00013376	CHROMOSOME_IV	13371971	13377345
Y62E10A.1	WBGene00004410	CHROMOSOME_IV	13369399	13370269
K09B11.1	WBGene00004029	CHROMOSOME_IV	13416767	13421501
K09B11.4	WBGene00010711	CHROMOSOME_IV	13429515	13429944
Y62E10A.2	WBGene00013373	CHROMOSOME_IV	13370628	13371589
K09B11.10	WBGene00010714	CHROMOSOME_IV	13434217	13445285
Y38H8A.7	WBGene00012640	CHROMOSOME_IV	13455292	13456125
Y38H8A.5	WBGene00012639	CHROMOSOME_IV	13466114	13469378
Y38H8A.4	WBGene00012638	CHROMOSOME_IV	13470537	13472239
Y38H8A.3	WBGene00012637	CHROMOSOME_IV	13472481	13473955
Y62E10A.16	WBGene00013382	CHROMOSOME_IV	13408988	13412873
Y45F10A.5	WBGene00003755	CHROMOSOME_IV	13505242	13505734
Y62E10A.20	WBGene00044745	CHROMOSOME_IV	13382030	13386071
Y62E10A.9	WBGene00004278	CHROMOSOME_IV	13382036	13384292
K09B11.2	WBGene00010709	CHROMOSOME_IV	13422473	13429350
K09B11.5	WBGene00010712	CHROMOSOME_IV	13431217	13434044
Y38H8A.2	WBGene00012636	CHROMOSOME_IV	13474407	13476193
K09B11.9	WBGene00010713	CHROMOSOME_IV	13446007	13454774
Y45F10B.10	WBGene00004265	CHROMOSOME_IV	13561848	13574395
Y45F10B.14	WBGene00005088	CHROMOSOME_IV	13575033	13576716
Y45F10B.4	WBGene00005679	CHROMOSOME_IV	13579228	13582088
Y45F10B.8	WBGene00012872	CHROMOSOME_IV	13577308	13578250
Y45F10B.6	WBGene00005674	CHROMOSOME_IV	13584921	13587264
Y45F10B.5	WBGene00005675	CHROMOSOME_IV	13583184	13584455
Y45F10B.12	WBGene00012874	CHROMOSOME_IV	13587450	13588213
Y45F10B.11	WBGene00005672	CHROMOSOME_IV	13588968	13590313
Y45F10B.1	WBGene00006631	CHROMOSOME_IV	13590582	13591721
F52G2.3	WBGene00009943	CHROMOSOME_IV	13543374	13548208
Y45F10B.3	WBGene00012871	CHROMOSOME_IV	13593626	13593854
Y45F10B.13	WBGene00012875	CHROMOSOME_IV	13549566	13561628
Y45F10B.59	WBGene00194917	CHROMOSOME_IV	13602649	13603240
Y45F10B.9	WBGene00012873	CHROMOSOME_IV	13596947	13597889
Y45F10B.15	WBGene00012876	CHROMOSOME_IV	13603524	13604171
F52G2.2	WBGene00004681	CHROMOSOME_IV	13521944	13540241
C08F11.3	WBGene00007452	CHROMOSOME_IV	13619483	13621489
C08F11.1	WBGene00007450	CHROMOSOME_IV	13623810	13625518
C08F11.2	WBGene00007451	CHROMOSOME_IV	13621806	13623110
C08F11.4	WBGene00005684	CHROMOSOME_IV	13626744	13632673
C08F11.5	WBGene00007453	CHROMOSOME_IV	13633414	13635196
C08F11.7	WBGene00007454	CHROMOSOME_IV	13637263	13638501
Y62E10A.11	WBGene00014938	CHROMOSOME_IV	13386269	13387337
Y62E10A.12	WBGene00003077	CHROMOSOME_IV	13387178	13389575
Y62E10A.13	WBGene00013379	CHROMOSOME_IV	13389132	13398775
C08F11.9	WBGene00007456	CHROMOSOME_IV	13644438	13645899
C08F11.10	WBGene00007457	CHROMOSOME_IV	13648012	13649186
C08F11.17	WBGene00045069	CHROMOSOME_IV	13649737	13650314
Y45F10C.6	WBGene00044256	CHROMOSOME_IV	13653930	13655827
Y45F10C.1	WBGene00012877	CHROMOSOME_IV	13656388	13659523
Y45F10A.6	WBGene00012868	CHROMOSOME_IV	13476910	13502828
Y38H8A.1	WBGene00012635	CHROMOSOME_IV	13483521	13485486
Y45F10A.7	WBGene00012869	CHROMOSOME_IV	13492546	13497117
Y45F10A.4	WBGene00012867	CHROMOSOME_IV	13506054	13509191
Y45F10A.3	WBGene00012866	CHROMOSOME_IV	13509183	13513533
F52G2.1	WBGene00003582	CHROMOSOME_IV	13513344	13521848
Y45F10A.2	WBGene00004239	CHROMOSOME_IV	13510281	13512144
Y45F10C.2	WBGene00012878	CHROMOSOME_IV	13662090	13662646
C08F11.13	WBGene00007460	CHROMOSOME_IV	13607415	13609859
Y45F10C.3	WBGene00012879	CHROMOSOME_IV	13665319	13666887
Y45F10C.4	WBGene00012880	CHROMOSOME_IV	13663374	13664167
T23G4.4	WBGene00011960	CHROMOSOME_IV	13673779	13677799
C08F11.11	WBGene00007458	CHROMOSOME_IV	13646706	13647634
T23G4.5	WBGene00011961	CHROMOSOME_IV	13678926	13680309
T23G4.2	WBGene00011958	CHROMOSOME_IV	13688299	13688771
T23G4.3	WBGene00011959	CHROMOSOME_IV	13685048	13686988
T23G4.1	WBGene00006580	CHROMOSOME_IV	13701187	13704003
C08F11.12	WBGene00007459	CHROMOSOME_IV	13650635	13651487
C47A4.1	WBGene00008122	CHROMOSOME_IV	13715881	13716645
C47A4.5	WBGene00008125	CHROMOSOME_IV	13745684	13745943
C47A4.3	WBGene00008124	CHROMOSOME_IV	13741017	13742241
Y45F10D.2	WBGene00012883	CHROMOSOME_IV	13773523	13774654
C08F11.8	WBGene00007455	CHROMOSOME_IV	13639241	13644377
Y45F10D.16	WBGene00044257	CHROMOSOME_IV	13776390	13777125
Y45F10D.13	WBGene00012891	CHROMOSOME_IV	13750311	13770583
C47A4.2	WBGene00008123	CHROMOSOME_IV	13726905	13732699
Y45F10D.9	WBGene00012888	CHROMOSOME_IV	13786918	13788698
Y45F10D.7	WBGene00012887	CHROMOSOME_IV	13788910	13796199
Y45F10D.15	WBGene00012893	CHROMOSOME_IV	13817461	13820937
Y45F10D.6	WBGene00012886	CHROMOSOME_IV	13796229	13797879
Y45F10D.14	WBGene00012892	CHROMOSOME_IV	13804036	13807747
B0513.6	WBGene00007198	CHROMOSOME_IV	13854329	13857326
Y45F10D.10	WBGene00012889	CHROMOSOME_IV	13785715	13786853
B0513.4	WBGene00007196	CHROMOSOME_IV	13880112	13881517
Y45F10D.11	WBGene00012890	CHROMOSOME_IV	13782364	13785623
Y45F10D.4	WBGene00012885	CHROMOSOME_IV	13783934	13784655
B0513.5	WBGene00007197	CHROMOSOME_IV	13868528	13876592
B0513.9	WBGene00007200	CHROMOSOME_IV	13860118	13865269
Y37A1A.2	WBGene00012535	CHROMOSOME_IV	13905964	13912272
Y37A1A.3	WBGene00012536	CHROMOSOME_IV	13897827	13902847
Y37A1B.15	WBGene00001575	CHROMOSOME_IV	13981061	13982498
H08M01.2	WBGene00010374	CHROMOSOME_IV	13827860	13844953
H08M01.1	WBGene00010373	CHROMOSOME_IV	13834284	13836365
Y37A1B.13	WBGene00006598	CHROMOSOME_IV	13982658	13984141
Y37A1B.12	WBGene00006597	CHROMOSOME_IV	13984488	13985668
Y37A1B.10	WBGene00005810	CHROMOSOME_IV	14013998	14015919
B0513.3	WBGene00004443	CHROMOSOME_IV	13882168	13882638
B0513.1	WBGene00001562	CHROMOSOME_IV	13888063	13893956
B0513.2	WBGene00007195	CHROMOSOME_IV	13882706	13884152
Y45F10D.12	WBGene00004430	CHROMOSOME_IV	13777783	13779062
Y45F10D.3	WBGene00001635	CHROMOSOME_IV	13778841	13782362
Y37A1B.9	WBGene00012542	CHROMOSOME_IV	14016073	14019958
Y37A1B.8	WBGene00012541	CHROMOSOME_IV	14020172	14024603
Y37A1B.7	WBGene00012540	CHROMOSOME_IV	14042567	14043755
Y37A1B.4	WBGene00012537	CHROMOSOME_IV	14059525	14060687
F52B11.2	WBGene00009925	CHROMOSOME_IV	14083542	14084635
Y37A1B.11	WBGene00001190	CHROMOSOME_IV	13989068	14012049
Y37A1B.17	WBGene00044989	CHROMOSOME_IV	13964335	13979822
F52B11.3	WBGene00009926	CHROMOSOME_IV	14091228	14096599
F52B11.4	WBGene00000707	CHROMOSOME_IV	14098309	14099327
F52B11.5	WBGene00009927	CHROMOSOME_IV	14101974	14103128
Y37A1B.5	WBGene00012538	CHROMOSOME_IV	14051174	14056643
F52B11.6	WBGene00002117	CHROMOSOME_IV	14106558	14107681
Y37A1A.4	WBGene00045063	CHROMOSOME_IV	13934419	13943703
C27H2.2	WBGene00007782	CHROMOSOME_IV	13940913	13963978
H12I19.1	WBGene00010388	CHROMOSOME_IV	14129365	14131036
H12I19.115	WBGene00194920	CHROMOSOME_IV	14127451	14127830
H12I19.2	WBGene00010389	CHROMOSOME_IV	14137337	14140269
H12I19.4	WBGene00010391	CHROMOSOME_IV	14145639	14148844
H12I19.8	WBGene00010395	CHROMOSOME_IV	14154485	14154888
Y37A1B.1	WBGene00003085	CHROMOSOME_IV	14071349	14076719
R05A10.8	WBGene00011025	CHROMOSOME_IV	14155244	14158023
R05A10.7	WBGene00011024	CHROMOSOME_IV	14160379	14162847
R05A10.5	WBGene00011022	CHROMOSOME_IV	14168880	14170839
R05A10.6	WBGene00011023	CHROMOSOME_IV	14165763	14168462
R05A10.3	WBGene00011020	CHROMOSOME_IV	14173584	14176448
R05A10.4	WBGene00011021	CHROMOSOME_IV	14172458	14173274
F52B11.1	WBGene00009924	CHROMOSOME_IV	14077415	14083534
R05A10.2	WBGene00011019	CHROMOSOME_IV	14177199	14178916
H12I19.5	WBGene00010392	CHROMOSOME_IV	14150295	14153336
F02H6.1	WBGene00008534	CHROMOSOME_IV	14199237	14201755
K01G12.3	WBGene00010483	CHROMOSOME_IV	14193472	14196137
F02H6.2	WBGene00008535	CHROMOSOME_IV	14196423	14198799
F02H6.71	WBGene00185091	CHROMOSOME_IV	14207538	14208016
Y37A1C.1	WBGene00012543	CHROMOSOME_IV	14107705	14116009
F02H6.7	WBGene00008540	CHROMOSOME_IV	14225892	14228633
F02H6.6	WBGene00008539	CHROMOSOME_IV	14229248	14230944
Y37A1B.2	WBGene00003086	CHROMOSOME_IV	14060979	14069831
Y64G10A.1	WBGene00013411	CHROMOSOME_IV	14234315	14239051
Y64G10A.10	WBGene00045144	CHROMOSOME_IV	14239739	14241394
Y64G10A.2	WBGene00013412	CHROMOSOME_IV	14242771	14244391
Y64G10A.8	WBGene00013417	CHROMOSOME_IV	14245413	14250188
Y64G10A.6	WBGene00013415	CHROMOSOME_IV	14276439	14285499
R05A10.1	WBGene00011018	CHROMOSOME_IV	14182349	14192649
Y67A10A.5	WBGene00013454	CHROMOSOME_IV	14319806	14321728
Y67A10A.4	WBGene00013453	CHROMOSOME_IV	14323219	14325638
Y67A10A.3	WBGene00013452	CHROMOSOME_IV	14328967	14334375
F02H6.3	WBGene00008536	CHROMOSOME_IV	14203419	14205331
Y67A10A.2	WBGene00013451	CHROMOSOME_IV	14337689	14339252
Y67A10A.11	WBGene00044906	CHROMOSOME_IV	14339940	14342120
Y67A10A.10	WBGene00013459	CHROMOSOME_IV	14342630	14343806
Y67A10A.1	WBGene00013450	CHROMOSOME_IV	14345407	14350724
Y67A10A.15	WBGene00045310	CHROMOSOME_IV	14371313	14371904
F02H6.4	WBGene00008537	CHROMOSOME_IV	14216069	14219283
Y67A10A.6	WBGene00013455	CHROMOSOME_IV	14361235	14368632
Y67A10A.8	WBGene00013457	CHROMOSOME_IV	14379924	14383654
Y67A10A.7	WBGene00013456	CHROMOSOME_IV	14374101	14379616
F55B11.7	WBGene00045060	CHROMOSOME_IV	14419683	14421949
F55B11.6	WBGene00044249	CHROMOSOME_IV	14416337	14417174
F55B11.1	WBGene00010083	CHROMOSOME_IV	14401084	14412859
F55B11.3	WBGene00010085	CHROMOSOME_IV	14424665	14425898
F02H6.5	WBGene00008538	CHROMOSOME_IV	14219849	14224415
F55B11.5	WBGene00010087	CHROMOSOME_IV	14427667	14428404
Y64G10A.7	WBGene00013416	CHROMOSOME_IV	14291943	14319548
LLC1.1	WBGene00006606	CHROMOSOME_IV	14436336	14444156
F55B11.2	WBGene00010084	CHROMOSOME_IV	14422043	14423267
Y57G11A.5	WBGene00013293	CHROMOSOME_IV	14511856	14512478
Y57G11A.2	WBGene00013290	CHROMOSOME_IV	14516995	14519509
T27E7.1	WBGene00012087	CHROMOSOME_IV	14519731	14520973
Y67A10A.9	WBGene00013458	CHROMOSOME_IV	14394108	14400334
T27E7.8	WBGene00005285	CHROMOSOME_IV	14523840	14525170
T27E7.3	WBGene00012088	CHROMOSOME_IV	14527776	14530782
F55B11.4	WBGene00010086	CHROMOSOME_IV	14429545	14430895
T27E7.4	WBGene00012089	CHROMOSOME_IV	14533490	14535040
T27E7.5	WBGene00012090	CHROMOSOME_IV	14537051	14538298
T27E7.6	WBGene00012091	CHROMOSOME_IV	14539652	14542575
T27E7.9	WBGene00012093	CHROMOSOME_IV	14546905	14549358
Y57G11B.6	WBGene00013298	CHROMOSOME_IV	14553569	14554855
Y57G11A.4	WBGene00013292	CHROMOSOME_IV	14482306	14486413
Y57G11B.2	WBGene00013295	CHROMOSOME_IV	14565331	14567365
Y57G11B.1	WBGene00013294	CHROMOSOME_IV	14549798	14551929
Y57G11B.97	WBGene00077763	CHROMOSOME_IV	14570226	14572605
Y57G11B.3	WBGene00013296	CHROMOSOME_IV	14573518	14574311
LLC1.2	WBGene00010793	CHROMOSOME_IV	14456879	14464071
Y57G11B.5	WBGene00013297	CHROMOSOME_IV	14574795	14576553
Y57G11B.7	WBGene00013299	CHROMOSOME_IV	14579205	14581010
Y57G11A.1	WBGene00013289	CHROMOSOME_IV	14487058	14505139
F13G11.2	WBGene00008772	CHROMOSOME_IV	14633096	14634341
F13G11.3	WBGene00045038	CHROMOSOME_IV	14635097	14636025
Y57G11C.39	WBGene00013328	CHROMOSOME_IV	14637722	14641200
LLC1.3	WBGene00010794	CHROMOSOME_IV	14464487	14469104
Y57G11C.32	WBGene00013322	CHROMOSOME_IV	14642995	14653347
Y57G11C.56	WBGene00045282	CHROMOSOME_IV	14655441	14655887
Y57G11C.33	WBGene00013323	CHROMOSOME_IV	14657051	14658138
Y57G11C.37	WBGene00013326	CHROMOSOME_IV	14663643	14675110
Y57G11C.1	WBGene00001818	CHROMOSOME_IV	14694000	14699909
Y57G11C.40	WBGene00013329	CHROMOSOME_IV	14703168	14704206
Y57G11C.2	WBGene00013300	CHROMOSOME_IV	14709553	14714706
Y57G11C.41	WBGene00013330	CHROMOSOME_IV	14705619	14706348
Y57G11C.49	WBGene00013338	CHROMOSOME_IV	14715767	14720408
Y57G11C.7	WBGene00013305	CHROMOSOME_IV	14755742	14756630
Y57G11C.499	WBGene00077762	CHROMOSOME_IV	14754056	14754937
Y57G11C.42	WBGene00013331	CHROMOSOME_IV	14734313	14745518
Y57G11C.6	WBGene00013304	CHROMOSOME_IV	14758386	14760864
Y57G11C.4	WBGene00013302	CHROMOSOME_IV	14765441	14766626
Y57G11C.34	WBGene00013324	CHROMOSOME_IV	14766732	14767705
Y57G11C.31	WBGene00013321	CHROMOSOME_IV	14677346	14687372
Y57G11C.5	WBGene00013303	CHROMOSOME_IV	14761793	14765401
Y57G11C.51	WBGene00044258	CHROMOSOME_IV	14773565	14774533
Y57G11C.3	WBGene00013301	CHROMOSOME_IV	14768122	14769316
Y57G11C.14	WBGene00013310	CHROMOSOME_IV	14799312	14801032
F13G11.1	WBGene00007058	CHROMOSOME_IV	14616215	14623936
Y57G11C.43	WBGene00013332	CHROMOSOME_IV	14769534	14770665
Y57G11C.44	WBGene00013333	CHROMOSOME_IV	14770621	14771393
Y57G11C.36	WBGene00013325	CHROMOSOME_IV	14770623	14773503
Y57G11C.8	WBGene00013306	CHROMOSOME_IV	14781804	14783363
Y57G11C.1130	WBGene00194649	CHROMOSOME_IV	14782799	14783285
Y57G11C.45	WBGene00013334	CHROMOSOME_IV	14783354	14784199
Y57G11C.50	WBGene00023520	CHROMOSOME_IV	14807156	14809929
Y57G11C.46	WBGene00013335	CHROMOSOME_IV	14813064	14816356
Y57G11C.13	WBGene00000192	CHROMOSOME_IV	14798107	14799278
Y57G11C.15	WBGene00013311	CHROMOSOME_IV	14822499	14825146
Y57G11C.11	WBGene00000763	CHROMOSOME_IV	14793085	14796343
Y57G11C.12	WBGene00013308	CHROMOSOME_IV	14796384	14797482
Y57G11C.52	WBGene00044741	CHROMOSOME_IV	14853970	14854411
Y57G11C.23	WBGene00013318	CHROMOSOME_IV	14855254	14861706
Y57G11C.38	WBGene00013327	CHROMOSOME_IV	14862440	14869969
Y57G11C.9	WBGene00013307	CHROMOSOME_IV	14787135	14791454
Y57G11C.10	WBGene00001558	CHROMOSOME_IV	14790785	14792855
Y57G11C.22	WBGene00013317	CHROMOSOME_IV	14837133	14853633
Y57G11C.18	WBGene00013313	CHROMOSOME_IV	14840277	14843257
Y57G11C.20	WBGene00013315	CHROMOSOME_IV	14843329	14845279
Y57G11C.21	WBGene00013316	CHROMOSOME_IV	14846352	14847063
Y57G11C.47	WBGene00013336	CHROMOSOME_IV	14905031	14909654
Y57G11C.25	WBGene00013319	CHROMOSOME_IV	14919591	14920391
Y57G11C.48	WBGene00013337	CHROMOSOME_IV	14942194	14945296
Y57G11C.1131	WBGene00194661	CHROMOSOME_IV	14932939	14933592
Y57G11C.1134	WBGene00194923	CHROMOSOME_IV	14936766	14936972
Y41E3.22	WBGene00045146	CHROMOSOME_IV	14950678	14954183
Y57G11C.16	WBGene00004487	CHROMOSOME_IV	14825644	14826428
Y57G11C.17	WBGene00013312	CHROMOSOME_IV	14826416	14829083
Y41E3.1	WBGene00012762	CHROMOSOME_IV	14954184	14958889
Y41E3.6	WBGene00012764	CHROMOSOME_IV	15006214	15007161
Y41E3.12	WBGene00012770	CHROMOSOME_IV	15049378	15053339
Y41E3.19	WBGene00044979	CHROMOSOME_IV	15056128	15057844
Y41E3.3	WBGene00012763	CHROMOSOME_IV	14981576	14996284
Y41E3.2	WBGene00001066	CHROMOSOME_IV	14985510	14986750
Y41E3.13	WBGene00012771	CHROMOSOME_IV	15057888	15058662
Y41E3.18	WBGene00044003	CHROMOSOME_IV	15061896	15065716
Y41E3.15	WBGene00012773	CHROMOSOME_IV	15065833	15068892
Y41E3.14	WBGene00012772	CHROMOSOME_IV	15092848	15098344
Y41E3.9	WBGene00012767	CHROMOSOME_IV	15025677	15037004
Y41E3.8	WBGene00012766	CHROMOSOME_IV	15028321	15029104
M199.1	WBGene00010950	CHROMOSOME_IV	15103596	15106451
Y41E3.11	WBGene00012769	CHROMOSOME_IV	15040042	15049331
M199.3	WBGene00010952	CHROMOSOME_IV	15115536	15120209
M199.6	WBGene00010954	CHROMOSOME_IV	15120486	15122516
M199.7	WBGene00010955	CHROMOSOME_IV	15123149	15124361
Y41E3.10	WBGene00012768	CHROMOSOME_IV	15037288	15039606
M199.4	WBGene00010953	CHROMOSOME_IV	15124900	15126089
M199.9	WBGene00044998	CHROMOSOME_IV	15127458	15127759
M199.5	WBGene00000708	CHROMOSOME_IV	15129629	15131754
M199.8	WBGene00010956	CHROMOSOME_IV	15133802	15133967
Y40H7A.8	WBGene00005208	CHROMOSOME_IV	15139068	15140900
Y40H7A.2	WBGene00012742	CHROMOSOME_IV	15156622	15158952
Y40H7A.1	WBGene00006138	CHROMOSOME_IV	15143740	15147172
Y40H7A.5	WBGene00005101	CHROMOSOME_IV	15179889	15182921
Y40H7A.3	WBGene00012743	CHROMOSOME_IV	15161124	15164875
Y40H7A.6	WBGene00005056	CHROMOSOME_IV	15192266	15202991
Y41E3.4	WBGene00001336	CHROMOSOME_IV	15008470	15013153
M199.2	WBGene00010951	CHROMOSOME_IV	15108740	15110883
Y40H7A.9	WBGene00012746	CHROMOSOME_IV	15207560	15209490
Y40H7A.10	WBGene00012747	CHROMOSOME_IV	15210089	15215594
Y40H7A.11	WBGene00012748	CHROMOSOME_IV	15219653	15220314
Y73F8A.36	WBGene00044259	CHROMOSOME_IV	15245922	15246339
Y73F8A.3	WBGene00005625	CHROMOSOME_IV	15250172	15252225
Y73F8A.5	WBGene00013518	CHROMOSOME_IV	15259880	15269013
Y73F8A.9	WBGene00004171	CHROMOSOME_IV	15291874	15293411
Y73F8A.8	WBGene00004170	CHROMOSOME_IV	15289868	15291230
Y73F8A.6	WBGene00000370	CHROMOSOME_IV	15270125	15275775
Y73F8A.10	WBGene00013519	CHROMOSOME_IV	15294307	15295265
Y73F8A.11	WBGene00013520	CHROMOSOME_IV	15302388	15309378
Y73F8A.1	WBGene00004035	CHROMOSOME_IV	15227850	15237206
Y73F8A.2	WBGene00013517	CHROMOSOME_IV	15236861	15243643
Y73F8A.12	WBGene00013521	CHROMOSOME_IV	15311151	15311644
Y41E3.7	WBGene00012765	CHROMOSOME_IV	15014009	15025485
Y40H7A.4	WBGene00012744	CHROMOSOME_IV	15167767	15175504
Y73F8A.14	WBGene00013523	CHROMOSOME_IV	15318539	15319004
Y73F8A.15	WBGene00013524	CHROMOSOME_IV	15321588	15322148
Y73F8A.16	WBGene00006558	CHROMOSOME_IV	15323860	15325157
Y73F8A.17	WBGene00006559	CHROMOSOME_IV	15326906	15328154
Y73F8A.19	WBGene00006441	CHROMOSOME_IV	15361561	15368228
Y73F8A.18	WBGene00013525	CHROMOSOME_IV	15337045	15339789
Y73F8A.20	WBGene00013526	CHROMOSOME_IV	15378431	15381654
Y73F8A.21	WBGene00003604	CHROMOSOME_IV	15400300	15407919
Y73F8A.1159	WBGene00194930	CHROMOSOME_IV	15390869	15390995
Y73F8A.23	WBGene00013528	CHROMOSOME_IV	15442927	15444549
Y73F8A.22	WBGene00013527	CHROMOSOME_IV	15439157	15441376
Y73F8A.33	WBGene00013537	CHROMOSOME_IV	15515462	15521151
Y73F8A.32	WBGene00013536	CHROMOSOME_IV	15514524	15514773
Y73F8A.30	WBGene00013534	CHROMOSOME_IV	15497534	15510443
Y73F8A.35	WBGene00013539	CHROMOSOME_IV	15532464	15539907
Y73F8A.13	WBGene00013522	CHROMOSOME_IV	15312272	15314386
Y105C5A.1	WBGene00013632	CHROMOSOME_IV	15550820	15554688
Y105C5A.3	WBGene00004158	CHROMOSOME_IV	15579053	15580129
Y57G11C.24	WBGene00001330	CHROMOSOME_IV	14879457	14900621
Y105C5A.508	WBGene00077752	CHROMOSOME_IV	15583902	15585472
Y105C5A.5	WBGene00004159	CHROMOSOME_IV	15593927	15595003
Y105C5A.6	WBGene00004160	CHROMOSOME_IV	15595537	15596613
Y105C5A.4	WBGene00000028	CHROMOSOME_IV	15590664	15591740
Y105C5A.8	WBGene00013633	CHROMOSOME_IV	15612735	15617055
Y105C5A.9	WBGene00013634	CHROMOSOME_IV	15633167	15633367
Y105C5A.1274	WBGene00194951	CHROMOSOME_IV	15634706	15634895
Y105C5A.10	WBGene00013635	CHROMOSOME_IV	15635729	15635915
Y73F8A.25	WBGene00013530	CHROMOSOME_IV	15455104	15471456
Y73F8A.24	WBGene00013529	CHROMOSOME_IV	15445347	15453155
Y105C5A.11	WBGene00005176	CHROMOSOME_IV	15637507	15640489
Y105C5A.1272	WBGene00194913	CHROMOSOME_IV	15646959	15647280
